CD_GEOCODM,LONG,LAT,ALT
2500536,-36.06060433,-7.7414770382,518.66
2500577,-36.006093398,-6.9046940377,444.7
2500601,-34.911985155,-7.4329953021,57.48
2500700,-38.44545357,-6.7344308283,245.14
2500734,-37.064775248,-7.567211521,622.12
2500775,-38.083338254,-6.7836951415,215.43
2500809,-35.383299088,-6.8516966174,0
2500908,-35.759541721,-6.8261917212,448.05
2501005,-35.735980511,-6.5314470213,547.2
2501104,-35.703391401,-6.96,608.9
2501153,-36.943507958,-7.123695013,365.3
2501203,-35.922809431,-7.0499610886,692.13
2501302,-35.715592948,-7.5484620227,359.3
2501351,-36.733187476,-7.076326943,570.66
2501401,-34.949931094,-6.679529123,8.14
2501500,-35.631599902,-6.7496372749,540.34
2501534,-36.253041353,-6.6424050352,617.15
2501575,-35.996314081,-7.5228337806,342.98
2501609,-36.059772642,-6.7202526775,454.69
2501708,-36.321535967,-7.7526706261,488.69
2501807,-34.92918582,-7.13227,11.31
2501906,-35.536274082,-6.6940426097,152.02
2502003,-37.539502482,-6.1885749976,180.23
2502052,-38.548869221,-6.4535477932,692.66
2502102,-38.218950876,-7.4222821452,310.75
2502151,-36.235373658,-7.2579130805,489.43
2502201,-38.655142807,-6.817957651,320.7
2502300,-37.930023697,-6.4450467229,304.05
2502409,-38.516495305,-7.3107630818,585.64
2502508,-36.13340475,-7.4826479198,361.11
2502607,-38.146694644,-7.1793192913,305.98
2502706,-35.599375965,-6.8043058831,340.64
2502805,-37.500162641,-6.347707606,200.41
2502904,-37.823710175,-6.3761833082,329
2503001,-34.917850143,-7.5142876413,69.1
2503100,-36.284341889,-7.4906698737,388.53
2503209,-34.83943002,-6.9669830632,4.58
2503308,-38.678303191,-6.9239358528,329.79
2503407,-37.158216954,-7.1284733769,272.08
2503506,-35.792820901,-6.640016747,534.71
2503555,-37.060402109,-7.2123593026,632.1
2503605,-35.469114282,-6.6174697909,117.38
2503704,-38.560530371,-6.89,306.11
2503753,-37.799184334,-6.9626928131,259.58
2503803,-35.342382091,-7.171751437,82.78
2503902,-36.831610581,-7.8912420951,554.32
2504009,-35.883859114,-7.2214,540.23
2504033,-35.167738714,-6.9108443748,101.3
2504074,-36.495478072,-7.7310993724,452.04
2504108,-38.344216725,-7.0396542414,369.8
2504157,-35.816304829,-6.7837603257,506.17
2504207,-37.610719903,-7.1252097835,284.84
2504306,-37.74850009,-6.34675,301.97
2504355,-36.020658824,-7.4196183207,413.42
2504405,-38.509157959,-7.5602250866,382.73
2504504,-37.603971334,-6.9123067772,240.74
2504603,-34.907151337,-7.2635718267,121.93
2504702,-36.661532855,-7.7925707775,479.05
2504801,-37.94553727,-7.0169182841,215.71
2504850,-36.604829521,-7.6287969606,468.61
2504900,-35.091489126,-7.1413369618,19.39
2505006,-36.347929716,-6.8623606092,558.33
2505105,-36.153208165,-6.4855553011,665.01
2505204,-35.525741232,-6.8958137426,94.21
2505238,-35.252824892,-6.9141574733,75.96
2505279,-35.267057268,-6.7174300292,68.5
2505303,-38.200391446,-7.5380851076,349.18
2505352,-35.909942535,-6.6318974073,578.27
2505402,-37.092169322,-7.2914475304,605.8
2505501,-37.567914532,-6.7406872724,249.8
2505600,-38.265044208,-7.4235834211,307.75
2505709,-35.62254065,-6.6021227351,439.52
2505808,-35.418176804,-6.6881329546,145.23
2505907,-37.714585975,-7.1079922323,271.02
2506004,-35.858593286,-7.02,633.23
2506103,-35.784608875,-7.3630616044,479.83
2506202,-36.452044061,-6.4045158523,375.75
2506251,-35.790650903,-7.582941177,353.06
2506301,-35.489964984,-6.85,97.79
2506400,-35.428186062,-7.1232156684,103.54
2506509,-36.486276121,-7.2462216609,489.24
2506608,-38.405567857,-7.4978512245,344.98
2506707,-37.510074856,-7.3885372613,759.57
2506806,-35.617689216,-7.2950269135,143.12
2506905,-35.337533385,-7.33,46
2507002,-38.152573106,-7.3039804631,296
2507101,-35.24629571,-6.829920163,83.12
2507200,-35.62816125,-7.374957755,117.15
2507309,-35.294282448,-6.612968586,172.44
2507408,-37.80864137,-6.5561949909,226.51
2507507,-34.873384813,-7.1493,47.71
2507606,-35.591178106,-7.166344627,150.35
2507705,-36.570701005,-7.0653683106,553.71
2507804,-36.71644122,-6.993337648,587.25
2507903,-35.239454048,-7.3702907731,122.22
2508000,-37.81926448,-7.5343071384,588.21
2508109,-37.91509007,-6.5942086133,281.27
2508208,-35.377043648,-6.6705990496,152.5
2508307,-35.851440135,-7.1584124885,634.79
2508406,-38.179218492,-6.5165306257,337.2
2508505,-36.9486293,-7.379002822,589.25
2508554,-35.443299355,-6.6153714222,123.58
2508604,-34.874609097,-6.8988493384,5.3
2508703,-37.42816099,-7.2570490926,418.15
2508802,-37.51777571,-6.9071851234,257.15
2508901,-35.123893202,-6.8337151469,24.26
2509008,-38.153071666,-7.7046141415,749.15
2509057,-35.013924393,-6.770054174,92.93
2509107,-35.318542416,-7.05,148.16
2509156,-38.35539613,-6.844674277,306.38
2509206,-35.737515207,-7.180199471,517.35
2509305,-35.048557673,-6.6005186543,30.06
2509339,-35.770937416,-7.1211683437,482.5
2509370,-37.711572698,-6.542633491,198.66
2509396,-37.350433885,-7.2659300019,815.66
2509404,-35.482424602,-7.3094805323,113.77
2509503,-35.958275429,-7.0890963384,711.65
2509602,-38.583657494,-7.2095264022,716.9
2509701,-37.12268068,-7.89,604.6
2509800,-35.465143424,-7.0278860316,93.75
2509909,-35.556144682,-7.6409788247,340.35
2510006,-38.318912578,-6.912700919,287.6
2510105,-36.202495425,-6.4561399418,669.89
2510204,-38.0410502,-7.4768427807,315.2
2510303,-36.418712974,-6.6766058426,557.96
2510402,-37.752685528,-7.2249726485,268.28
2510501,-36.243665219,-6.9882256222,556.65
2510600,-37.154378942,-7.6186521245,599.39
2510659,-36.658324443,-7.3167001007,487
2510709,-37.054391943,-7.1328195966,307.59
2510808,-37.276913337,-7.0244916682,243.83
2510907,-37.621055673,-6.5940615797,158.48
2511004,-38.072246307,-7.4265644261,302.1
2511103,-36.472050363,-6.7578814606,515.91
2511202,-35.113177982,-7401,177.1
2511301,-37.926519,-7.192569875,260.51
2511400,-36.347046025,-6.5101356574,442.65
2511509,-35.259880407,-7.2598879849,58.67
2511608,-35.615540594,-6.8692205282,324.9
2511707,-35.5305857,-6.840568783,143.64
2511806,-35.497715792,-6.7808000984,103.51
2511905,-34.813930414,-7.482413396,9.34
2512002,-36.056442281,-7.0786172693,657.07
2512036,-38.497165533,-6.407175642,456.66
2512077,-38.509999991,-6.5769188158,287.39
2512101,-37.79826727,-6.76985,191.9
2512200,-37.082333975,-7.6969830843,588.16
2512309,-37.993664009,-7.7338664589,684.97
2512408,-35.958494073,-7.148906644,641.43
2512507,-35.899433911,-7.36,464.22
2512606,-37.147098704,-7.0308176065,296.06
2512705,-35.79583319,-6.9662929519,586.2
2512721,-35.293005853,-6.6444714972,162.31
2512747,-35.662721694,-6.5426765278,177.5
2512754,-35.655387658,-7.2505947732,198.76
2512762,-35.261242692,-7.1515036157,70.87
2512788,-36.156709772,-7.6902953445,440
2512804,-37.653835391,-6.4364942491,203.11
2512903,-35.078852225,-6808,12.27
2513000,-36.845502894,-7.103034733,426.72
2513109,-35.443301739,-7.3553573137,55.32
2513158,-35.87747446,-7.7429059622,508.28
2513208,-38.060555592,-6.5350141675,322.92
2513307,-38.64278967,-6.7186941996,291.86
2513356,-38.559599929,-7.6277797185,419.88
2513406,-36.92167833,-6.8718632618,308.18
2513505,-38.332581153,-7.5512134095,380.59
2513604,-37.985043099,-7.3876444597,318.46
2513653,-38.479152214,-6.4840552966,350.81
2513703,-34.965839278,-7138,68.38
2513802,-37.441717795,-7.0841917052,300.06
2513851,-36.630975433,-7.2204891228,498.5
2513901,-37.44934966,-6.4893075407,151
2513927,-37.7227213,-6.8903085089,258.54
2513943,-36.4359294,-7.6329907025,409.1
2513968,-37.942602747,-6.8159249809,193.97
2513984,-38.097141233,-6.6192799824,269.45
2514008,-36.531520935,-7.3902013357,456.09
2514107,-36.845743321,-8.0810428893,577.34
2514206,-38.157770189,-6.9442314894,265.72
2514305,-38.29782337,-7.249159631,602.27
2514404,-37.325114839,-6.8441796084,209.58
2514453,-35.377961054,-7.2471273572,95.5
2514503,-38.50107482,-7.1208699574,342.48
2514552,-38.09880272,-7.74296945,726.33
2514602,-37.309244728,-7.1609149773,281.64
2514651,-37.353829676,-6.2129153407,155.11
2514701,-36.797493218,-6.7755314068,341.65
2514800,-36.802777819,-7.3926426969,528.2
2514909,-37.094857385,-6.9302283713,275.21
2515005,-35.210451391,-7.2492335303,44.98
2515104,-35.866413911,-7.1009459552,627.79
2515203,-37.008416978,-8.1571187546,596.65
2515302,-35.230432616,-7.08,121.5
2515401,-36.410764109,-6.8569085631,518.09
2515500,-36.655666862,-7.480502524,481.31
2515609,-35.442738836,-6.68551765,325.4
2515708,-38.374894787,-7.2141477578,613.81
2515807,-35.674270497,-7.1825494246,336.08
2515906,-35.64414257,-6.8170889428,537.95
2515930,-35.441750745,-6.7507975459,132.59
2515971,-35.238195479,-7.1445756136,53.09
2516003,-35.656158407,-6759,625.78
2516102,-36.36266486,-7.0587413777,523.94
2516151,-36.248223878,-6.7675275288,587.23
2516201,-38.22960508,-6.76337,227.04
2516300,-36.880276145,-7.6710536151,521.36
2516409,-35.638836656,-6.4889169424,173.98
2516508,-36.828998534,-7.2095393509,532.1
2516607,-37.878591932,-7.6357084461,717.99
2516706,-37.251561577,-7.2237029086,786.76
2516755,-36.627999874,-6.9382604029,608.17
2516805,-38.59809833,-6.576835507,304.31
2516904,-38.40702701,-6.5249270951,294.39
2517001,-35.671470822,-7.6982063293,545.2
2517100,-36.992721004,-6.7708072467,263.86
2517209,-38.277843498,-6.5457135516,321.05
2517407,-37.093551972,-8.076874197,646.34
2600054,-34.899130584,-7.9044,27.06
2600104,-37.637686018,-7.7483275858,515.34
2600203,-41.005797341,-8.5110912837,515.84
2600302,-35.9467768,-8.45,437.1
2600401,-35.518557351,-8.7091225523,92.73
2600500,-37.121957168,-9114,373.32
2600609,-36.775456008,-8.4662705229,731.31
2600708,-35.22850149,-7.6047298084,112.18
2600807,-36.059699758,-8489,456.24
2600906,-35.45077292,-8.37,291.62
2601003,-36.284814355,-8.8903742079,639.92
2601052,-35.093966527,-7.7856418725,161.85
2601102,-40.502460574,-7578,639.78
2601201,-37.056505564,-8423,671.58
2601300,-35.662818885,-8.4209350375,486.85
2601409,-35.199085987,-8.8141379901,22.08
2601508,-35.83992409,-8.62120191,273.5
2601607,-38.961599564,-8.75146278,316.34
2601706,-36.42003508,-8.335295439,616.7
2601805,-38.038738136,-8.2698407896,460.1
2601904,-35.75448794,-8235,473.17
2602001,-39.936163185,-7.7793426269,446.96
2602100,-36.67931438,-9.1633829848,633.16
2602209,-35.587139502,-7.7995121807,314.18
2602308,-35.728527925,-8472,431
2602407,-36.564696659,-9.0272491507,759.73
2602506,-37.287334553,-7.345671275,748.44
2602605,-36.370391441,-8148,636.53
2602704,-35.329570414,-7.72437221,135.81
2602803,-37.15698811,-8.6220590406,809.5
2602902,-35.038488971,-8.2898642302,29.24
2603009,-39.309841337,-8.5151054832,326.64
2603108,-36.235991411,-8.486831073,536.1
2603207,-36.624804007,-8.7755948447,848.55
2603306,-36.333288079,-8.7383779437,679.83
2603405,-38.153745924,-7.9384273266,456.7
2603454,-34.995721356,-8.020521767,43
2603504,-35.765194726,-8.36213804,694.03
2603603,-35.282790643,-7.4070824199,102.14
2603702,-36.19357487,-8.8838705621,544.36
2603801,-36.623798017,-8.7361426797,891.1
2603900,-37.7933989,-7.8030582189,496.95
2603926,-38.743421946,-8.3206079646,457.61
2604007,-35.258060605,-7.8468867164,187.64
2604106,-35.96707336,-8.28,533.5
2604155,-35.725323103,-7.7432065679,412.7
2604205,-35.721666657,-8.67,160.14
2604304,-39.237138215,-7.7174692333,549.08
2604403,-35.21372673,-7.9979007801,164.46
2604502,-35.464740812,-8.2401127765,459.73
2604601,-35.10411849,-7.58938,108.06
2604700,-36.329701895,-9.1286655015,398.86
2604809,-35.5415869,-8.475151217,318.08
2604908,-35.694698963,-8.0150324428,373.05
2605004,-35.950257366,-8.6112826601,412.37
2605103,-37.64109659,-8.08,547.98
2605152,-40.770735813,-8.4486569865,483.72
2605202,-35.236157424,-8.3625,109.11
2605301,-39.722728339,-7.51,527.4
2605400,-35.39059798,-7.9487277421,154.89
2605459,-32.435186328,-3.8520214007,0
2605509,-35.244070212,-7.4454942052,92.74
2605608,-37.971456113,-7.8617144749,493.57
2605707,-38.571239341,-8.6,322
2605806,-35.923127641,-7.9444582474,392.86
2605905,-35.386610783,-8.5838357705,97.76
2606002,-36.493050282,-8.8889,869.21
2606101,-35.292322392,-7.9996084721,148.75
2606200,-34.998376297,-7.5592318548,17.99
2606309,-39.619286343,-7.7092532823,444.79
2606408,-35.571492393,-8205,466.6
2606507,-36.847275968,-9.0457092508,488.35
2606606,-37.690046689,-8.5387622082,407.37
2606705,-36.180463092,-8.5805349356,608.57
2606804,-34.910583387,-7.8283,11.41
2606903,-37.518821118,-7.8447743013,572.58
2607000,-37.824485111,-8.9020460788,363.54
2607109,-37.457670474,-7.677797194,542.25
2607208,-35.063471937,-8396,49.97
2607307,-40.15020875,-7649,540.23
2607406,-38.686341689,-8.7245150647,314.63
2607505,-37.418948458,-8.9400544,474.58
2607604,-34.82395056,-7.7465733176,6.5
2607653,-35.110627357,-7.4092,184.56
2607703,-37.18843931,-7.3784285284,639.5
2607752,-34.889271048,-7.7740347647,0
2607802,-35.102614569,-7.666393608,64.56
2607901,-34.921173467,-8.1653914673,6.46
2607950,-35.797395213,-8.727969878,229.63
2608008,-36.498828548,-7.9872577772,519.43
2608057,-38.275037662,-9.1850699925,276.85
2608107,-35.591502368,-7.860188727,325.31
2608206,-35.529241826,-8.6268982994,149.41
2608255,-36.490386523,-8.7070289643,823.21
2608305,-36.411733738,-8.7060968527,748.86
2608404,-36.13595449,-8.719667174,737.89
2608453,-35.312601923,-7.8442324952,122.05
2608503,-35.292803652,-7.9323781785,179.34
2608602,-36.464316931,-9.1241718379,658.37
2608701,-35.907121044,-8.6492548645,465.39
2608750,-40.270725126,-8.99505,0
2608800,-36.321496617,-8.6628568658,665.6
2608909,-35.45526105,-7.88,136.96
2609006,-35.449874978,-7.5556806987,316.52
2609105,-35.514140562,-7.6885724856,368.76
2609154,-37.62682294,-8.9601081446,559.64
2609204,-35.814117572,-8.7830776013,236.38
2609303,-38.734564582,-8.1202438021,460.08
2609402,-35.094869099,-8.1186,88.63
2609501,-35.221338696,-7.73,88
2609600,-34.861310389,-7.9926600753,19.96
2609709,-35.602982096,-7.7378951336,417.21
2609808,-39.595245776,-8.6179456461,350.31
2609907,-40.081462576,-7.88315,451.13
2610004,-35.588335993,-8679,121.97
2610103,-36.327310998,-9.0016832851,537.8
2610202,-36.001575798,-8.6672422849,572.22
2610301,-36.658429268,-8.920145338,869.37
2610400,-39.575786822,-8.0901383271,401.9
2610509,-35.581684995,-7.9788839418,181.76
2610608,-35.179151062,-7.89713,91.12
2610707,-34.884791619,-7.94,19.57
2610806,-36.942798148,-8498,610.62
2610905,-36.695514721,-8.3554561078,650.73
2611002,-38.220733545,-8.9773434643,325.73
2611101,-40.499999334,-9.39737,385.99
2611200,-36.705879897,-8.1862270089,1017.41
2611309,-35.396195358,-8.14435986,194.3
2611408,-35.353943394,-8.3313760861,160.7
2611507,-36.011989529,-8.827885022,458.18
2611533,-37.846445619,-7.7181264101,568.17
2611606,-34.888941944,-8.062762483,10.33
2611705,-35.860874947,-8.1270327805,388.42
2611804,-35.376130823,-8.5111,99.25
2611903,-35.15543281,-8.6621710853,11.4
2612000,-35.710247766,-8.3276135393,664.47
2612109,-35.63806124,-7.9394837414,209.98
2612208,-39.12085098,-8.0706775221,424.26
2612307,-36.692729174,-8.9759954808,767.5
2612406,-36.562507195,-8.3629619689,657.8
2612455,-40.337687655,-8.2379611184,501.85
2612471,-38.153138181,-7.8214696823,852.59
2612505,-36.203950017,-7955,446
2612554,-40.61577518,-8.1605111672,637.62
2612604,-39.824235725,-8804,358.18
2612703,-35.885243339,-7.8318134262,506.13
2612802,-37.480032723,-7.3703557392,850.18
2612901,-35.931122619,-8.8104382341,426.9
2613008,-36.446298361,-8.5198675205,617.38
2613107,-36.137359795,-8327,555.24
2613206,-36.368253076,-8.8775593754,709
2613305,-35.809491172,-8432,456.45
2613404,-35.145707084,-8.8941951307,11.12
2613503,-38.75945378,-7.8617400547,491
2613602,-37.275072185,-7.4740251832,597.67
2613701,-35.04127753,-7.99,49.36
2613800,-35.49012188,-7.5922127325,448.43
2613909,-38.296314947,-7.9879,436.86
2614006,-39.292623174,-7.954340398,422.42
2614105,-37.267390101,-8,561.36
2614204,-35.116405354,-8593,24.7
2614303,-39.553753731,-7.6299826881,498.55
2614402,-37.647470237,-7.60212568,592.82
2614501,-35.756784103,-7.8351570573,390.41
2614600,-37.540265774,-7.591136513,566.58
2614709,-36.290404304,-8.3156107248,577.38
2614808,-38.153461159,-9.1056996442,525.28
2614857,-35.090646545,-8.7046892785,15.4
2615003,-36.043337671,-7.9021598257,771.64
2615102,-36.621475948,-9.057778059,739.84
2615201,-39.3744218,-8.230357978,358.35
2615300,-35.318772121,-7.511745674,107.42
2615409,-36.056843492,-8.0066502709,357.15
2615508,-35.237922813,-7.8026886126,127.01
2615607,-40.265590609,-7.7617946257,522.1
2615706,-38.107060344,-7.8308763587,1034.83
2615805,-37.340233471,-8.751581659,727.53
2615904,-37.311181811,-7.5987594648,563.64
2616001,-36.878372083,-8.5765269011,531.21
2616100,-38.974282604,-7.9328837046,498.21
2616183,-35.853002739,-7.7748194553,481.14
2616209,-35.9893,-7.9057426034,403.7
2616308,-35.32030068,-7652,116.29
2616407,-35.293864241,-8.11,154.5
2616506,-35.624235315,-8.8033134055,184.32
2700102,-37.94071517,-9.267025497,632.66
2700201,-36.300813571,-9.684083785,133.2
2700300,-36.657296506,-9.75590701,269.1
2700409,-36.021427316,-9.5013867465,70.11
2700508,-35.500298095,-9.4092781093,2.44
2700607,-35.907449872,-9.8389982517,8.04
2700706,-37.127091894,-9.6745930279,131.59
2700805,-36.494497989,-9.5686482313,319.51
2700904,-37.278438658,-9.8269888547,20.79
2701001,-36.2117249,-9.6451445672,163.84
2701100,-36.020033533,-9.2465831083,106.55
2701209,-36.996869626,-9.405162751,266.43
2701308,-36.156378591,-9.389660575,115.83
2701357,-35.566717726,-8.8483753531,115.51
2701407,-36.35243475,-9.7834160389,0
2701506,-36.790840052,-9.9569226033,179.61
2701605,-37.60564715,-9.1173802975,334.4
2701704,-36.075008492,-9.412931555,75.09
2701803,-37.37475042,-9.4806797208,336.92
2701902,-36.299381451,-9.2614224594,420.47
2702009,-36.5796842,-9.6384872707,224.26
2702108,-35.719780859,-8.9126882699,141.03
2702207,-35.795363,-9.6375542709,39.65
2702306,-36.17607831,-10.12654725,12.2
2702355,-36.772391401,-9.6199337973,239.54
2702405,-37.999233486,-9.3845744469,255.91
2702504,-37.089849647,-9.3856708115,228.47
2702553,-36.75833311,-9.3874053065,314.88
2702603,-36.6776855,-9.9004371988,218.4
2702702,-36.307187517,-10.292380619,10.56
2702801,-35.724371638,-9.27323546,79.75
2702900,-36.830313902,-9.887364152,237.67
2703007,-35.931184456,-8.9769852176,500.41
2703106,-36.6281597,-9.5336886594,236.34
2703205,-36.65334501,-10.129298837,13.8
2703304,-37.75263652,-9.2238987733,393.41
2703403,-37.207833409,-9.6366588283,144.25
2703502,-35.460997508,-8.8403005075,93.4
2703601,-35.258658354,-9.0889743543,17.55
2703700,-37.003595913,-9.6583519387,169.1
2703759,-36.027334042,-10.009591893,45.12
2703809,-35.74903025,-9.1359791462,98.49
2703908,-35.555597297,-8.9388767541,102.92
2704005,-36.471521822,-9.9316103897,169.91
2704104,-36.73578926,-9.8308756565,279.38
2704203,-36.503897,-9.7386131678,141.11
2704302,-35.701629913,-9.6608221516,11.01
2704401,-36.984799614,-9.5266440679,189.75
2704500,-35.223015409,-9.015456485,7.93
2704609,-37.356635422,-9.2339970633,366.39
2704708,-35.893068698,-9.7391557024,6.7
2704807,-36.306602898,-9.577249956,162.2
2704906,-36.385040024,-9.4477726434,550.31
2705002,-37.725224064,-9.1148062576,686.19
2705101,-35.53355482,-9.1585258247,19.25
2705200,-35.8403783,-9.3918122251,148.32
2705309,-36.86491577,-9.3036832606,283.78
2705408,-37.245272098,-9.6023275388,218.27
2705507,-35.94755558,-9.3163011443,84.04
2705606,-35.660963718,-8.943158808,168.48
2705705,-37.297890789,-9.5336012752,276.89
2705804,-37.836242816,-9.5014462652,234.59
2705903,-36.806745967,-10.05849496,134
2706000,-37.190818718,-9.5194564833,213.27
2706109,-37.354443729,-9.16341536,381.56
2706208,-37.33113645,-9.6730971856,164.34
2706307,-36.630984097,-9.406158798,332.35
2706406,-37.43513885,-9.7470418502,21.07
2706422,-38.009826071,-9.2578843851,358.61
2706448,-35.559105184,-9.4663134783,26.77
2706505,-35.491275263,-9.2448466579,4.63
2706604,-36.372742094,-9.373364382,293.59
2706703,-36.580460214,-10.296110297,6.14
2706802,-36.434352008,-10.407362426,6.18
2706901,-35.948517519,-9.6068942926,34.3
2707008,-36.286540644,-9.4762107998,297.4
2707107,-37.750392913,-9.6235592003,37.05
2707206,-37.279298052,-9.3029136554,289.44
2707305,-35.398334455,-9.0524483141,55.55
2707404,-35.297015217,-9.1560861631,32.7
2707503,-36.824629291,-10.173732564,23.13
2707602,-36.477222076,-9.3235470553,371.21
2707701,-35.852422308,-9.4861576083,47.64
2707800,-35.981210221,-9.8321894901,31.65
2707909,-35.823487769,-9.5967677416,23.33
2708006,-37.24540702,-9.372284362,248.3
2708105,-36.225234117,-9.1650332207,253.38
2708204,-36.898948655,-10.120309996,15.6
2708303,-36.057387732,-9.0110658818,260.7
2708402,-37.383707765,-9.5493957404,260.49
2708501,-35.565490836,-9.3141173692,67.58
2708600,-36.094264274,-9.7799345761,12.43
2708709,-35.369119333,-9.267186295,12.58
2708808,-36.551091902,-9.9316573889,220.43
2708907,-35.828540227,-9.5694278677,44.29
2708956,-37.453646247,-9.4633914489,241.97
2709004,-36.436741595,-9.5319624423,217.56
2709103,-36.496767691,-9.6423201053,249.18
2709152,-36.355563142,-9.907497883,159
2709202,-37.006005672,-9.971059382,11.4
2709301,-36.033142842,-9.15952411,154.26
2709400,-36.248393202,-9.3770543544,248.6
2800100,-36.92748368,-10.133971033,23.4
2800209,-37.022180856,-10.292518092,220.4
2800308,-37.048212639,-10.907215797,4.28
2800407,-37.612337434,-11.264504779,112.32
2800506,-37.3133626,-10.75819225,176.62
2800605,-37.041241549,-10.906799247,0
2800670,-37.623573477,-11.14639163,159.98
2800704,-36.471820243,-10.41894331,2.87
2801009,-37.496356334,-10.743335153,205.48
2801108,-36.973844975,-10.13874365,36.99
2801207,-37.787963722,-9.6541040672,154
2801306,-37.054832994,-10.506099631,166.85
2801405,-37.701919206,-10.358017096,374.11
2801504,-36.990816185,-10.646818583,34.5
2801603,-36.884035952,-10.247764941,11.2
2801702,-37.75465963,-11.473557797,153.14
2801900,-37.187899275,-10.357025032,200.11
2802007,-37.14934496,-10.6773757,147.57
2802106,-37.440010853,-11.267948649,47.82
2802205,-37.31611772,-10.27053252,214.94
2802304,-37.541876248,-10.540084746,228.56
2802403,-37.084372485,-9.9673514679,17.41
2802502,-36.987984429,-10.686529812,18.25
2802601,-37.19605463,-10.22619966,238.66
2802700,-36.53863524,-10.43427582,0
2802809,-37.515094792,-11.518507268,7.01
2802908,-37.42686094,-10.685716038,191.89
2803005,-37.787411139,-11.276785436,211.92
2803104,-37.099649952,-10.123489592,170.96
2803203,-37.307826933,-10.996732767,11.57
2803302,-36.941786303,-10.589466814,64.19
2803401,-36.800756464,-10.346509914,86.57
2803500,-37.6663534,-10.915300969,172.29
2803609,-37.16056819,-10.797029508,35.73
2803708,-37.54344539,-10.664149973,240.78
2803807,-36.918902204,-10.34645152,94.9
2803906,-37.311459944,-10.66004424,267.49
2804003,-37.08331434,-10.736932403,8.95
2804102,-37.3457494,-10.579043859,221.87
2804201,-37.561425847,-10.02586162,266.2
2804300,-36.957001437,-10.427427473,140.64
2804409,-36.576718179,-10.315878227,28.56
2804458,-37.454438545,-10.394651457,216.34
2804508,-37.419921459,-10.21568684,288.43
2804607,-37.193711209,-10.492054373,203.82
2804706,-37.050472883,-10.078616036,221.74
2804805,-37.12849613,-10.848754175,11.05
2804904,-36.647986394,-10.449899762,91.53
2805000,-37.686027213,-10.61811916,173.8
2805109,-37.68112816,-11.193503396,169.4
2805208,-37.72211072,-10.566689953,250.17
2805307,-36.859746211,-10.741056155,3.41
2805406,-37.684213711,-9.8057902082,181.9
2805505,-38.176658221,-10.707598648,263.31
2805604,-37.276634849,-9.9192588723,56.9
2805703,-36.842099359,-10.208207315,13.91
2805802,-37.729341224,-11.06640229,158.98
2805901,-37.193456832,-10.731651298,9.55
2806008,-37.432939029,-10.545190469,298.44
2806107,-37.031322864,-10.694589978,16.87
2806206,-37.47775535,-11.022118774,107.12
2806305,-37.44984218,-11.353317397,22.81
2806404,-36.599579347,-10.287671972,15.39
2806503,-37.197731845,-10.646233664,70.78
2806602,-37.056311097,-10.782011382,20.49
2806701,-37.209498783,-11.013676857,6.27
2806800,-37.568429204,-10.792325783,209.43
2806909,-36.88623966,-10.346486452,107
2807006,-37.383976449,-10.387772194,194.85
2807105,-37.809430582,-10.738061797,265.83
2807204,-37.11222534,-10.605035573,86.32
2807303,-36.883850041,-10.209173223,16.47
2807402,-37.999000695,-11.184329868,163.97
2807501,-37.845370775,-11.368052274,179.41
2807600,-37.661146673,-11.379872469,146.04
2900108,-41.66160848,-13.253531893,674.22
2900207,-39.116587939,-8.7234182456,316.38
2900306,-38.01828637,-11.66261283,183.92
2900355,-38.115505834,-10.52957157,280.71
2900405,-38.768077795,-11.872930997,299.88
2900504,-42.136163733,-13.422347795,726.67
2900603,-39.885778009,-14.127277488,155.1
2900702,-38.422615769,-12.134182592,141.13
2900801,-39.19421432,-17.518933343,6.39
2900900,-39.635903175,-14.706047747,290.72
2901007,-39.598122503,-13.034451362,393.84
2901106,-38.755556916,-12.400188401,203.61
2901155,-41.437163279,-11.449645864,688.06
2901205,-41.127113168,-14.611325592,390
2901304,-41.324641803,-12.801350646,416.65
2901353,-39.832335701,-10.344240041,414.54
2901403,-44.695823482,-12.006682772,0
2901502,-39.248498918,-12.14958707,238.08
2901601,-38.331041678,-10.412702169,432.82
2901700,-39.118661535,-12.434838909,167.95
2901809,-40.275658698,-10.575797791,500.56
2901908,-38.079995349,-11.655394291,190.1
2901957,-39.742132116,-13.85322884,272.54
2902005,-41.46168532,-14.426630241,737.28
2902054,-38.198288017,-12.215199667,70.62
2902104,-38.960958159,-11.335727875,267.93
2902203,-38.503066354,-12.088182978,216.23
2902252,-39.413281565,-15.26087299,158.91
2902302,-39.002910865,-13.080596541,5.22
2902401,-39.321996637,-14.316949447,48.17
2902500,-44.536098046,-12.3041247,672.2
2902609,-40.166860909,-11.959357488,365.26
2902658,-38.61186963,-10.574091935,340.62
2902708,-43.143638552,-11.08895482,409.89
2902807,-41.33169587,-13.620204563,1038.87
2902906,-40.576372989,-14.86427304,874.56
2903003,-42.059128415,-11.808828281,722.08
2903102,-39.60138608,-14.21002924,121.4
2903201,-45.004168437,-12.144924888,441.99
2903235,-41.912096064,-11.761063922,701.3
2903276,-39.07866888,-11.529112852,379.54
2903300,-39.473334671,-14.809754387,146.38
2903409,-38.880303238,-15.861396491,5.31
2903508,-41.260033479,-15.033496197,846.98
2903607,-38.812158922,-11.620110262,256.06
2903706,-40.200521893,-14.362607943,693.01
2903805,-40.605742824,-12.661322192,319.06
